Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionRate,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
33,1,813.0,14.0,3.0,3.0,58.0,3.0,1,4.0,2436.0,22149.0,5,1,13,3,3.0,1,8.0,2,1.0,5.0,4.0,0.0,4.0,5.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
43,0,1034.0,16.0,3.0,4.0,80.0,3.0,4,4.0,16064.0,7744.0,5,1,22,4,3.0,1,22.0,3,3.0,17.0,13.0,1.0,9.0,8.5,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
33,1,465.0,2.0,2.0,1.0,39.0,3.0,1,1.0,2707.0,21509.0,7,0,20,4,1.0,0,13.0,3,4.0,9.0,7.0,1.0,7.0,4.5,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
52,0,771.0,2.0,4.0,1.0,79.0,2.0,5,3.0,19068.0,21030.0,1,1,18,3,4.0,0,33.0,2,4.0,33.0,7.0,15.0,12.0,2.062,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
32,0,1401.0,4.0,2.0,3.0,56.0,3.0,1,2.0,3931.0,20990.0,2,0,11,3,1.0,1,6.0,5,3.0,4.0,3.0,1.0,2.0,2.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
32,1,515.0,1.0,3.0,4.0,62.0,2.0,1,3.0,3730.0,9571.0,0,1,14,3,4.0,0,4.0,2,1.0,3.0,2.0,1.0,2.0,1.5,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
39,0,1431.0,1.0,4.0,3.0,96.0,3.0,1,3.0,2232.0,15417.0,7,0,14,3,3.0,3,7.0,1,3.0,3.0,2.0,1.0,2.0,1.5,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
32,0,976.0,26.0,4.0,3.0,100.0,3.0,2,4.0,4465.0,12069.0,0,0,18,3,1.0,0,4.0,2,3.0,3.0,2.0,2.0,2.0,1.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
41,0,1411.0,19.0,2.0,3.0,36.0,3.0,2,1.0,3072.0,19877.0,2,0,16,3,1.0,2,17.0,2,2.0,1.0,0.0,0.0,0.0,1.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
40,0,1300.0,24.0,2.0,1.0,62.0,3.0,2,4.0,3319.0,24447.0,1,0,17,3,1.0,2,9.0,3,3.0,9.0,8.0,4.0,7.0,1.8,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
45,0,252.0,1.0,3.0,3.0,70.0,4.0,5,4.0,19202.0,15970.0,0,0,11,3,3.0,1,25.0,2,3.0,24.0,0.0,1.0,7.0,12.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
31,0,1327.0,3.0,4.0,2.0,73.0,3.0,3,3.0,13675.0,13523.0,9,0,12,3,1.0,1,9.0,3,3.0,2.0,2.0,2.0,2.0,0.667,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
33,0,832.0,5.0,4.0,3.0,63.0,2.0,1,4.0,2911.0,14776.0,1,0,13,3,3.0,1,2.0,2,2.0,2.0,2.0,0.0,2.0,2.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34,0,470.0,2.0,4.0,4.0,84.0,2.0,2,1.0,5957.0,23687.0,6,0,13,3,2.0,1,13.0,3,3.0,11.0,9.0,5.0,9.0,1.833,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
37,0,1017.0,1.0,2.0,3.0,83.0,2.0,1,1.0,3920.0,18697.0,2,0,14,3,1.0,1,17.0,2,2.0,3.0,1.0,0.0,2.0,3.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
45,0,1199.0,7.0,4.0,1.0,77.0,4.0,2,3.0,6434.0,5118.0,4,0,17,3,4.0,1,9.0,1,3.0,3.0,2.0,0.0,2.0,3.0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
37,1,504.0,10.0,3.0,1.0,61.0,3.0,3,3.0,10048.0,22573.0,6,0,11,3,2.0,2,17.0,5,3.0,1.0,0.0,0.0,0.0,1.0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
39,0,505.0,2.0,4.0,3.0,64.0,3.0,3,3.0,10938.0,6420.0,0,0,25,4,4.0,0,20.0,1,3.0,19.0,6.0,11.0,8.0,1.583,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
29,0,665.0,15.0,3.0,3.0,60.0,3.0,1,4.0,2340.0,22673.0,1,0,19,3,1.0,0,6.0,1,3.0,6.0,5.0,1.0,5.0,3.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
42,0,916.0,17.0,2.0,4.0,82.0,4.0,2,1.0,6545.0,23016.0,3,1,13,3,3.0,0,10.0,1,3.0,3.0,2.0,0.0,2.0,3.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
29,0,1247.0,20.0,2.0,4.0,45.0,3.0,2,4.0,6931.0,10732.0,2,0,14,3,4.0,1,10.0,2,3.0,3.0,2.0,0.0,2.0,3.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
25,0,685.0,1.0,3.0,1.0,62.0,3.0,2,3.0,4898.0,7505.0,0,0,12,3,4.0,2,5.0,3,3.0,4.0,2.0,1.0,2.0,2.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
42,0,269.0,2.0,3.0,4.0,56.0,2.0,1,1.0,2593.0,8007.0,0,1,11,3,3.0,1,10.0,4,3.0,9.0,6.0,7.0,8.0,1.125,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
40,0,1416.0,2.0,2.0,1.0,49.0,3.0,5,3.0,19436.0,5949.0,0,0,19,3,4.0,1,22.0,5,3.0,21.0,7.0,3.0,9.0,5.25,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
51,0,833.0,1.0,3.0,3.0,96.0,3.0,1,4.0,2723.0,23231.0,1,0,11,3,2.0,0,1.0,0,2.0,1.0,0.0,0.0,0.0,1.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
31,1,307.0,29.0,2.0,3.0,71.0,2.0,1,2.0,3479.0,11652.0,0,0,11,3,2.0,0,6.0,2,4.0,5.0,4.0,1.0,4.0,2.5,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
32,0,1311.0,7.0,3.0,2.0,100.0,4.0,1,2.0,2794.0,26062.0,1,0,20,4,3.0,0,5.0,3,1.0,5.0,1.0,0.0,3.0,5.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
38,0,1327.0,2.0,2.0,4.0,39.0,2.0,2,4.0,5249.0,19682.0,3,0,18,3,4.0,1,13.0,0,3.0,8.0,7.0,7.0,5.0,1.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
32,0,128.0,2.0,1.0,4.0,84.0,2.0,2,1.0,2176.0,19737.0,4,0,13,3,4.0,0,9.0,5,3.0,6.0,2.0,0.0,4.0,6.0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
46,0,488.0,2.0,3.0,3.0,75.0,1.0,4,2.0,16872.0,14977.0,3,1,12,3,2.0,1,28.0,2,2.0,7.0,7.0,7.0,7.0,0.875,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
28,1,529.0,2.0,4.0,1.0,79.0,3.0,1,3.0,3485.0,14935.0,2,0,11,3,3.0,0,5.0,5,1.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
29,0,1210.0,2.0,3.0,1.0,78.0,2.0,2,2.0,6644.0,3687.0,2,0,19,3,2.0,2,10.0,2,3.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
31,0,1463.0,23.0,3.0,2.0,64.0,2.0,2,4.0,5582.0,14408.0,0,0,21,4,2.0,1,10.0,2,3.0,9.0,0.0,7.0,8.0,1.125,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
25,0,675.0,5.0,2.0,2.0,85.0,4.0,2,1.0,4000.0,18384.0,1,0,12,3,4.0,2,6.0,2,3.0,6.0,3.0,1.0,5.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45,0,1385.0,20.0,2.0,3.0,79.0,3.0,4,4.0,13496.0,7501.0,0,1,14,3,2.0,0,21.0,2,3.0,20.0,7.0,4.0,10.0,4.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
36,0,1403.0,6.0,3.0,4.0,47.0,3.0,1,4.0,3210.0,20251.0,0,0,11,3,3.0,1,16.0,4,3.0,15.0,13.0,10.0,11.0,1.364,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
55,0,452.0,1.0,3.0,4.0,81.0,3.0,5,1.0,19045.0,18938.0,0,1,14,3,3.0,0,37.0,2,3.0,36.0,10.0,4.0,13.0,7.2,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
47,1,666.0,29.0,4.0,1.0,88.0,3.0,3,2.0,11849.0,10268.0,1,1,12,3,4.0,1,10.0,2,2.0,10.0,7.0,9.0,9.0,1.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
28,0,1158.0,9.0,3.0,4.0,94.0,3.0,1,4.0,2070.0,2613.0,1,0,23,4,4.0,1,5.0,3,2.0,5.0,2.0,0.0,4.0,5.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
37,0,228.0,6.0,4.0,3.0,98.0,3.0,2,4.0,6502.0,22825.0,4,0,14,3,2.0,1,7.0,5,4.0,5.0,4.0,0.0,1.0,5.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
21,0,996.0,3.0,2.0,4.0,100.0,2.0,1,3.0,3230.0,10531.0,1,0,17,3,1.0,0,3.0,4,4.0,3.0,2.0,1.0,0.0,1.5,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
37,0,728.0,1.0,4.0,1.0,80.0,3.0,3,4.0,13603.0,11677.0,2,1,18,3,1.0,2,15.0,2,3.0,5.0,2.0,0.0,2.0,5.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
35,0,1315.0,22.0,3.0,2.0,71.0,4.0,3,2.0,11996.0,19100.0,7,0,18,3,2.0,1,10.0,6,2.0,7.0,7.0,6.0,2.0,1.0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
38,0,322.0,7.0,2.0,1.0,44.0,4.0,2,1.0,5605.0,19191.0,1,1,24,4,3.0,1,8.0,3,3.0,8.0,0.0,7.0,7.0,1.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
26,0,1479.0,1.0,3.0,3.0,84.0,3.0,2,2.0,6397.0,26767.0,1,0,20,4,1.0,1,6.0,6,1.0,6.0,5.0,1.0,4.0,3.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
50,0,797.0,4.0,1.0,1.0,96.0,3.0,5,2.0,19144.0,15815.0,3,0,14,3,1.0,2,28.0,4,2.0,10.0,4.0,1.0,6.0,5.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
53,0,1070.0,3.0,4.0,3.0,45.0,3.0,4,3.0,17584.0,21016.0,3,1,16,3,4.0,3,21.0,5,2.0,5.0,3.0,1.0,3.0,2.5,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
42,0,635.0,1.0,1.0,2.0,99.0,3.0,2,3.0,4907.0,24532.0,1,0,25,4,3.0,0,20.0,3,3.0,20.0,16.0,11.0,6.0,1.667,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
29,0,442.0,2.0,2.0,2.0,44.0,3.0,2,4.0,4554.0,20260.0,1,0,18,3,1.0,0,10.0,3,2.0,10.0,7.0,0.0,9.0,10.0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
55,0,147.0,20.0,2.0,2.0,37.0,3.0,2,4.0,5415.0,15972.0,3,1,19,3,4.0,1,12.0,4,3.0,10.0,7.0,0.0,8.0,10.0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
26,0,496.0,11.0,2.0,1.0,60.0,3.0,2,1.0,4741.0,22722.0,1,1,13,3,3.0,1,5.0,3,3.0,5.0,3.0,3.0,3.0,1.25,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
37,0,1372.0,1.0,3.0,4.0,42.0,3.0,1,4.0,2115.0,15881.0,1,0,12,3,2.0,0,17.0,3,3.0,17.0,12.0,5.0,7.0,2.833,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
44,1,920.0,24.0,3.0,4.0,43.0,3.0,1,3.0,3161.0,19920.0,3,1,22,4,4.0,1,19.0,0,1.0,1.0,0.0,0.0,0.0,1.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
38,0,688.0,23.0,4.0,4.0,82.0,3.0,2,4.0,5745.0,18899.0,9,0,14,3,2.0,1,10.0,2,3.0,2.0,2.0,1.0,2.0,1.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26,1,1449.0,16.0,4.0,1.0,45.0,3.0,1,2.0,2373.0,14180.0,2,1,13,3,4.0,1,5.0,2,3.0,3.0,2.0,0.0,2.0,3.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
28,0,1117.0,8.0,2.0,4.0,66.0,3.0,1,4.0,3310.0,4488.0,1,0,21,4,4.0,0,5.0,3,3.0,5.0,3.0,0.0,2.0,5.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
49,0,636.0,10.0,4.0,3.0,35.0,3.0,5,1.0,18665.0,25594.0,9,1,11,3,4.0,0,22.0,4,3.0,3.0,2.0,1.0,2.0,1.5,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
36,0,506.0,3.0,3.0,3.0,30.0,3.0,2,2.0,4485.0,26285.0,4,0,12,3,4.0,0,10.0,2,3.0,8.0,0.0,7.0,7.0,1.0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
31,0,444.0,5.0,3.0,4.0,84.0,3.0,1,2.0,2789.0,3909.0,1,0,11,3,3.0,1,2.0,5,2.0,2.0,2.0,2.0,2.0,0.667,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26,1,950.0,4.0,4.0,4.0,48.0,2.0,2,4.0,5828.0,8450.0,1,1,12,3,2.0,0,8.0,0,3.0,8.0,7.0,7.0,4.0,1.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
37,0,889.0,9.0,3.0,2.0,53.0,3.0,1,4.0,2326.0,11411.0,1,1,12,3,3.0,3,4.0,3,2.0,4.0,2.0,1.0,2.0,2.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
42,0,555.0,26.0,3.0,3.0,77.0,3.0,4,2.0,13525.0,14864.0,5,0,14,3,4.0,1,23.0,2,4.0,20.0,4.0,4.0,8.0,4.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
18,1,230.0,3.0,3.0,3.0,54.0,3.0,1,3.0,1420.0,25233.0,1,0,13,3,3.0,0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
35,0,1232.0,16.0,3.0,3.0,96.0,3.0,3,2.0,8020.0,5100.0,0,0,15,3,3.0,2,12.0,3,2.0,11.0,9.0,6.0,9.0,1.571,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
36,0,566.0,18.0,4.0,3.0,81.0,4.0,1,4.0,3688.0,7122.0,4,0,18,3,4.0,2,4.0,2,3.0,1.0,0.0,0.0,0.0,1.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
51,0,1302.0,2.0,3.0,4.0,84.0,1.0,2,2.0,5482.0,16321.0,5,0,18,3,4.0,1,13.0,3,3.0,4.0,1.0,1.0,2.0,2.0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
41,0,334.0,2.0,4.0,4.0,88.0,3.0,4,2.0,16015.0,15896.0,1,0,19,3,2.0,0,22.0,2,3.0,22.0,10.0,0.0,4.0,22.0,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
18,0,812.0,10.0,3.0,4.0,69.0,2.0,1,3.0,1200.0,9724.0,1,0,12,3,1.0,0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
28,0,1476.0,16.0,2.0,2.0,68.0,4.0,2,1.0,5661.0,4824.0,0,0,19,3,3.0,0,9.0,2,3.0,8.0,3.0,0.0,7.0,8.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
31,0,218.0,7.0,3.0,2.0,100.0,4.0,2,4.0,6929.0,12241.0,4,0,11,3,2.0,1,10.0,3,2.0,8.0,7.0,7.0,7.0,1.0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
39,0,1132.0,1.0,3.0,3.0,48.0,4.0,3,4.0,9613.0,10942.0,0,0,17,3,1.0,3,19.0,5,2.0,18.0,10.0,3.0,7.0,4.5,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
36,0,1105.0,24.0,4.0,2.0,47.0,3.0,2,2.0,5674.0,6927.0,7,0,15,3,3.0,1,11.0,3,3.0,9.0,8.0,0.0,8.0,9.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
32,0,906.0,7.0,3.0,4.0,91.0,2.0,2,3.0,5484.0,16985.0,1,0,14,3,3.0,1,13.0,3,2.0,13.0,8.0,4.0,8.0,2.6,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
38,0,849.0,25.0,2.0,1.0,81.0,2.0,3,2.0,12061.0,26707.0,3,0,17,3,3.0,1,19.0,2,3.0,10.0,8.0,0.0,1.0,10.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
58,0,390.0,1.0,4.0,4.0,32.0,1.0,2,3.0,5660.0,17056.0,2,1,13,3,4.0,1,12.0,2,3.0,5.0,3.0,1.0,2.0,2.5,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
31,0,691.0,5.0,4.0,3.0,86.0,3.0,1,4.0,4821.0,10077.0,0,1,12,3,3.0,1,6.0,4,3.0,5.0,2.0,0.0,3.0,5.0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
31,0,106.0,2.0,3.0,1.0,62.0,2.0,2,1.0,6410.0,17822.0,3,0,12,3,4.0,0,9.0,1,3.0,2.0,2.0,1.0,0.0,1.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
45,0,1249.0,7.0,3.0,1.0,97.0,3.0,3,1.0,5210.0,20308.0,1,0,18,3,1.0,1,24.0,2,3.0,24.0,9.0,9.0,11.0,2.4,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
31,0,192.0,2.0,4.0,3.0,32.0,3.0,1,4.0,2695.0,7747.0,0,1,18,3,2.0,1,3.0,2,1.0,2.0,2.0,2.0,2.0,0.667,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
33,0,553.0,5.0,4.0,4.0,74.0,3.0,3,2.0,11878.0,23364.0,6,0,11,3,2.0,2,12.0,2,3.0,10.0,6.0,8.0,8.0,1.111,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
39,0,117.0,10.0,1.0,3.0,99.0,3.0,4,1.0,17068.0,5355.0,1,1,14,3,4.0,0,21.0,3,3.0,21.0,9.0,11.0,10.0,1.75,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
43,0,185.0,10.0,4.0,3.0,33.0,3.0,1,4.0,2455.0,10675.0,0,0,19,3,1.0,0,9.0,5,3.0,8.0,7.0,1.0,7.0,4.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
49,0,1091.0,1.0,2.0,3.0,90.0,2.0,4,3.0,13964.0,17810.0,7,1,12,3,4.0,0,25.0,2,3.0,7.0,1.0,0.0,7.0,7.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
52,1,723.0,8.0,4.0,3.0,85.0,2.0,2,2.0,4941.0,17747.0,2,0,15,3,1.0,0,11.0,3,2.0,8.0,2.0,7.0,7.0,1.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
27,0,1220.0,5.0,3.0,3.0,85.0,3.0,1,2.0,2478.0,20938.0,1,1,12,3,2.0,0,4.0,2,2.0,4.0,3.0,1.0,2.0,2.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32,0,588.0,8.0,2.0,3.0,65.0,2.0,2,2.0,5228.0,24624.0,1,1,11,3,4.0,0,13.0,2,3.0,13.0,12.0,11.0,9.0,1.083,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
27,0,1377.0,2.0,3.0,4.0,74.0,3.0,2,3.0,4478.0,5242.0,1,1,11,3,1.0,0,5.0,3,3.0,5.0,4.0,0.0,4.0,5.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
31,0,691.0,7.0,3.0,4.0,73.0,3.0,2,4.0,7547.0,7143.0,4,0,12,3,4.0,3,13.0,3,3.0,7.0,7.0,1.0,7.0,3.5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,0,1018.0,2.0,4.0,1.0,74.0,4.0,2,4.0,5055.0,10557.0,7,0,16,3,3.0,0,10.0,0,2.0,7.0,7.0,0.0,7.0,7.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
28,1,1157.0,2.0,4.0,1.0,84.0,1.0,1,4.0,3464.0,24737.0,5,1,13,3,4.0,0,5.0,4,2.0,3.0,2.0,2.0,2.0,1.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
30,0,1275.0,28.0,2.0,4.0,64.0,3.0,2,4.0,5775.0,11934.0,1,0,13,3,4.0,2,11.0,2,3.0,10.0,8.0,1.0,9.0,5.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
31,0,798.0,7.0,2.0,3.0,48.0,2.0,3,3.0,8943.0,14034.0,1,0,24,4,1.0,1,10.0,2,3.0,10.0,9.0,8.0,9.0,1.111,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
39,0,672.0,7.0,2.0,3.0,54.0,2.0,5,4.0,19272.0,21141.0,1,0,15,3,1.0,1,21.0,2,3.0,21.0,9.0,13.0,3.0,1.5,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
39,1,1162.0,3.0,2.0,4.0,41.0,3.0,2,3.0,5238.0,17778.0,4,1,18,3,1.0,0,12.0,3,2.0,1.0,0.0,0.0,0.0,1.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
33,0,508.0,10.0,3.0,2.0,46.0,2.0,2,4.0,4682.0,4317.0,3,0,14,3,3.0,0,9.0,6,2.0,7.0,7.0,0.0,1.0,7.0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
47,0,1482.0,5.0,5.0,4.0,42.0,3.0,5,3.0,18300.0,16375.0,4,0,11,3,2.0,1,21.0,2,3.0,3.0,2.0,1.0,1.0,1.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
43,0,559.0,10.0,4.0,3.0,82.0,2.0,2,3.0,5257.0,6227.0,1,0,11,3,2.0,1,9.0,3,4.0,9.0,7.0,0.0,0.0,9.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
27,0,210.0,1.0,1.0,3.0,73.0,3.0,2,2.0,6349.0,22107.0,0,1,13,3,4.0,1,6.0,0,3.0,5.0,4.0,1.0,4.0,2.5,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
54,0,928.0,20.0,4.0,4.0,31.0,3.0,2,3.0,4869.0,16885.0,3,0,12,3,4.0,0,20.0,4,2.0,4.0,3.0,0.0,3.0,4.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43,0,1001.0,7.0,3.0,3.0,43.0,3.0,3,1.0,9985.0,9262.0,8,0,16,3,1.0,1,10.0,1,2.0,1.0,0.0,0.0,0.0,1.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
45,0,549.0,8.0,4.0,4.0,75.0,3.0,2,4.0,3697.0,9278.0,9,0,14,3,1.0,2,12.0,3,3.0,10.0,9.0,9.0,8.0,1.0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
40,0,1124.0,1.0,2.0,2.0,57.0,1.0,2,4.0,7457.0,13273.0,2,1,22,4,3.0,3,6.0,2,2.0,4.0,3.0,0.0,2.0,4.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
29,1,318.0,8.0,4.0,2.0,77.0,1.0,1,1.0,2119.0,4759.0,1,1,11,3,4.0,0,7.0,4,2.0,7.0,7.0,0.0,7.0,7.0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
29,0,738.0,9.0,5.0,2.0,30.0,2.0,1,4.0,3983.0,7621.0,0,0,17,3,3.0,0,4.0,2,3.0,3.0,2.0,2.0,2.0,1.0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
30,0,570.0,5.0,3.0,4.0,30.0,2.0,2,3.0,6118.0,5431.0,1,0,13,3,3.0,3,10.0,2,3.0,10.0,9.0,1.0,2.0,5.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
